α1,p1,q1,c1_1,c2_1,diff
0.9038,1.9986969969804136,1.755764484898322,1.4999989294533658,1.07054596819345e-6,1.4999978589073977
0.9039,1.9987044478559834,1.755759530417821,1.499998935614405,1.0643861282363607e-6,1.4999978712282767
0.904,1.998711863140823,1.7557545690829621,1.4999989417444606,1.0582561535410041e-6,1.499997883488307
0.9041,1.9987192429699352,1.7557496008458944,1.4999989478442235,1.0521559243274257e-6,1.499997895688299
0.9042,1.9987265874783207,1.755744625658666,1.499998953914284,1.046085321211234e-6,1.4999979078289627
0.9043,1.9987338968009825,1.7557396434732249,1.4999989599551269,1.0400442252024655e-6,1.4999979199109017
0.9044,1.9987411710729215,1.755734654241417,1.4999989659671413,1.0340325177044748e-6,1.4999979319346237
0.9045,1.9987484104291386,1.7557296579149875,1.4999989719506108,1.0280500805128085e-6,1.4999979439005302
0.9046,1.9987556150117431,1.7557246544445961,1.4999989779039369,1.0220967957973717e-6,1.499997955807141
0.9047,1.9987627849557348,1.755719643781783,1.499998983827204,1.016172546135049e-6,1.499997967654658
0.9048,1.9987699203890115,1.7557146258789647,1.4999989897221762,1.0102772145080853e-6,1.4999979794449616
0.9049,1.9987770214465743,1.755709600687473,1.4999989955887372,1.0044106842696899e-6,1.499997991178053
0.905,1.9987840882634251,1.7557045681585361,1.4999990014266689,9.985728391596967e-7,1.4999980028538298
0.9051,1.9987911209745657,1.7556995282432766,1.4999990072356546,9.927635633034956e-7,1.4999980144720912
0.9052,1.998798119707892,1.7556944808936936,1.4999990130170593,9.869827412270677e-7,1.499998026034318
0.9053,1.9988050845984064,1.7556894260606986,1.4999990187703653,9.812302578233258e-7,1.4999980375401076
0.9054,1.9988120157811111,1.755684363695098,1.4999990244949586,9.755059983674537e-7,1.4999980489889602
0.9055,1.998818913391007,1.755679293747591,1.4999990301901227,9.698098485158187e-7,1.4999980603802743
0.9056,1.9988257775488851,1.7556742161707315,1.4999990358586082,9.641416943364149e-7,1.499998071716914
0.9057,1.998832608396853,1.7556691309140224,1.4999990414977207,9.585014222284908e-7,1.4999980829962984
0.9058,1.9988394060485961,1.7556640379307833,1.4999990471117954,9.528889190319281e-7,1.4999980942228763
0.9059,1.998846170653327,1.7556589371693194,1.499999052696159,9.473040718849395e-7,1.4999981053920872
0.906,1.998852902331837,1.7556538285817505,1.4999990582531668,9.417467683638432e-7,1.4999981165063985
0.9061,1.9988596012120223,1.7556487121191067,1.499999063783296,9.362168964036564e-7,1.4999981275663996
